bakari sagna		1.76	72			4185	bakari sagna	
p. owomoyela		1.87	84			1818	patrick owomoyela	
jose bosingwa		1.83	90			3923	jose bosingwa	
aaron		2.02	78			5432	aaron ramsey	
francesco bolzoni		1.8	69			11907	francesco bolzoni	
habib beye		1.82	79			2284	habib beye	
david villa		1.75	68			11080	david villa	
ivan kaviedes		1.82	57			7775	ivan kaviedes	
fabien barthez		1.83	76			3022	fabien barthez	
wesley sonck		1.74	60			1913	wesley sonck	
alberto		1.91	94			10948	carlos alberto	
emanuel		1.87	91			10202	emanuel pogatetz	
glen		1.91	95			9688	glen little	
jensen		1.8	82			10589	niclas jensen	
richards		1.8	87			11663	micah richards	
essien		1.8	77			8557	michael essien	
robert green		1.88	77			6496	robert green	
p. scharner		1.88	83			7848	paul scharner	
enckelman		1.89	80			7285	peter enckelman	
rui costa		1.8	59			5476	rui costa	
michael gray		1.7	89			12215	michael gray	
gary mcallister		1.78	95			9606	gary mcallister	
mario gomez		1.89	87			12216	mario gomez	
h. crespo		1.84	78			12309	hernan crespo	
rade prica		1.85	87			759	rade prica	
ivan rakitic		1.84	72			12310	ivan rakitic	
d. duff		1.79	73			6069	damien duff	
bryan hughes		1.75	72			5609	bryan hughes	
bixente lizarazu		1.69	99			6199	bixente lizarazu	
eric abidal		1.8	75			12311	eric abidal	
tyrone		1.8	90			3338	tyrone mears	
fabricio coloccini		1.82	78			992	fabricio coloccini	
mario yepes		1.87	103			3027	mario yepes	
salomon		1.75	65			4860	salomon kalou	
ricardo oliveira		1.83	83			4224	ricardo oliveira	
e. addo		1.82	70			9070	eric addo	
rigobert song		1.83	76			8028	rigobert song	
quim		1.97	97			12205	quim	
cole		1.72	67			8836	ashley cole	
g. clichy		1.81	72			12312	gael clichy	
d. gygax		1.77	74			12030	daniel gygax	
hayden		1.8	72			2322	hayden mullins	
dimitar berbatov		1.88	79			3473	dimitar berbatov	
m. diarra		1.83	76			7778	mahamadou diarra	
fernando cavenaghi		1.89	91			798	fernando cavenaghi	
m. veloso		1.8	92			1857	miguel veloso	
naysmith		1.71	73			633	gary naysmith	
javier saviola		1.68	83			12152	javier saviola	
butt		1.78	71			11203	nicky butt	
john ruddy		1.93	86			2721	john ruddy	
ivan klasnic		1.86	79			12313	ivan klasnic	
angelo di livio		1.74	91			69	angelo di livio	
morgan de sanctis		1.9	92			1239	morgan de sanctis	
phil jagielka		1.8	83			9574	phil jagielka	
diego milito		1.83	78			4616	diego milito	
jose		1.78	75			12314	jose antonio reyes	
keane		1.76	67			1009	robbie keane	
steven		1.76	59			11238	steven pienaar	
c. dabrowski		1.95	82			12217	christoph dabrowski	
michael carrick		1.86	75			3705	michael carrick	
alexander stolz		1.89	100			12003	alexander stolz	
kevin phillips		1.71	76			283	kevin phillips	
sun jihai		1.78	78			12168	sun jihai	
roque santa cruz		1.91	88			12218	roque santa cruz	
roberto		1.8	98			1953	roberto di matteo	
andersson		1.85	97			9636	patrik andersson	
jason roberts		1.8	95			12316	jason roberts	
rob hulse		1.86	76			5806	rob hulse	
owen hargreaves		1.8	76			1317	owen hargreaves	
james mcfadden		1.78	88			5601	james mcfadden	
alessandro		1.8	75			9188	alessandro costacurta	
franz		1.81	88			11239	franz beckenbauer	
linderoth		1.76	66			5368	tobias linderoth	
a. charisteas		1.91	85			12169	angelos charisteas	
jerome		1.77	71			8595	jerome thomas	
