b. sagna		1.76	72			4185	bakari sagna	
p. owomoyela		1.87	84			1818	patrick owomoyela	
jose bosingwa		1.83	90			3923	jose bosingwa	
aaron ramsey		2.02	78			5432	aaron ramsey	
bolzoni		1.8	69			11907	francesco bolzoni	
beye		1.82	79			2284	habib beye	
david		1.75	68			11080	david villa	
ivan		1.82	57			7775	ivan kaviedes	
barthez		1.83	76			3022	fabien barthez	
w. sonck		1.74	60			1913	wesley sonck	
c. alberto		1.91	94			10948	carlos alberto	
pogatetz		1.87	91			10202	emanuel pogatetz	
little		1.91	95			9688	glen little	
niclas jensen		1.8	82			10589	niclas jensen	
m. richards		1.8	87			11663	micah richards	
essien		1.8	77			8557	michael essien	
green		1.88	77			6496	robert green	
scharner		1.88	83			7848	paul scharner	
peter		1.89	80			7285	peter enckelman	
costa		1.8	59			5476	rui costa	
m. gray		1.7	89			12215	michael gray	
mcallister		1.78	95			9606	gary mcallister	
m. gomez		1.89	87			12216	mario gomez	
crespo		1.84	78			12309	hernan crespo	
rade		1.85	87			759	rade prica	
i. rakitic		1.84	72			12310	ivan rakitic	
duff		1.79	73			6069	damien duff	
b. hughes		1.75	72			5609	bryan hughes	
bixente lizarazu		1.69	99			6199	bixente lizarazu	
e. abidal		1.8	75			12311	eric abidal	
mears		1.8	90			3338	tyrone mears	
f. coloccini		1.82	78			992	fabricio coloccini	
m. yepes		1.87	103			3027	mario yepes	
kalou		1.75	65			4860	salomon kalou	
r. oliveira		1.83	83			4224	ricardo oliveira	
e. addo		1.82	70			9070	eric addo	
rigobert		1.83	76			8028	rigobert song	
quim		1.97	97			12205	quim	
a. cole		1.72	67			8836	ashley cole	
gael		1.81	72			12312	gael clichy	
d. gygax		1.77	74			12030	daniel gygax	
mullins		1.8	72			2322	hayden mullins	
berbatov		1.88	79			3473	dimitar berbatov	
mahamadou		1.83	76			7778	mahamadou diarra	
cavenaghi		1.89	91			798	fernando cavenaghi	
miguel		1.8	92			1857	miguel veloso	
gary		1.71	73			633	gary naysmith	
javier saviola		1.68	83			12152	javier saviola	
n. butt		1.78	71			11203	nicky butt	
j. ruddy		1.93	86			2721	john ruddy	
ivan klasnic		1.86	79			12313	ivan klasnic	
a. livio		1.74	91			69	angelo di livio	
morgan de sanctis		1.9	92			1239	morgan de sanctis	
jagielka		1.8	83			9574	phil jagielka	
milito		1.83	78			4616	diego milito	
reyes		1.78	75			12314	jose antonio reyes	
keane		1.76	67			1009	robbie keane	
pienaar		1.76	59			11238	steven pienaar	
christoph		1.95	82			12217	christoph dabrowski	
m. carrick		1.86	75			3705	michael carrick	
a. stolz		1.89	100			12003	alexander stolz	
phillips		1.71	76			283	kevin phillips	
s. jihai		1.78	78			12168	sun jihai	
cruz		1.91	88			12218	roque santa cruz	
roberto		1.8	98			1953	roberto di matteo	
andersson		1.85	97			9636	patrik andersson	
jason		1.8	95			12316	jason roberts	
rob		1.86	76			5806	rob hulse	
hargreaves		1.8	76			1317	owen hargreaves	
mcfadden		1.78	88			5601	james mcfadden	
a. costacurta		1.8	75			9188	alessandro costacurta	
franz		1.81	88			11239	franz beckenbauer	
linderoth		1.76	66			5368	tobias linderoth	
a. charisteas		1.91	85			12169	angelos charisteas	
j. thomas		1.77	71			8595	jerome thomas	
wilson palacios		1.78	71			3075	wilson palacios	
