sagna		1.76	72			4185	bakari sagna	
owomoyela		1.87	84			1818	patrick owomoyela	
jose bosingwa		1.83	90			3923	jose bosingwa	
a. ramsey		2.02	78			5432	aaron ramsey	
francesco bolzoni		1.8	69			11907	francesco bolzoni	
habib beye		1.82	79			2284	habib beye	
villa		1.75	68			11080	david villa	
ivan		1.82	57			7775	ivan kaviedes	
fabien barthez		1.83	76			3022	fabien barthez	
wesley sonck		1.74	60			1913	wesley sonck	
alberto		1.91	94			10948	carlos alberto	
e. pogatetz		1.87	91			10202	emanuel pogatetz	
glen		1.91	95			9688	glen little	
niclas jensen		1.8	82			10589	niclas jensen	
micah		1.8	87			11663	micah richards	
michael		1.8	77			8557	michael essien	
robert green		1.88	77			6496	robert green	
paul		1.88	83			7848	paul scharner	
peter		1.89	80			7285	peter enckelman	
rui costa		1.8	59			5476	rui costa	
m. gray		1.7	89			12215	michael gray	
g. mcallister		1.78	95			9606	gary mcallister	
mario		1.89	87			12216	mario gomez	
hernan crespo		1.84	78			12309	hernan crespo	
rade prica		1.85	87			759	rade prica	
ivan rakitic		1.84	72			12310	ivan rakitic	
damien		1.79	73			6069	damien duff	
hughes		1.75	72			5609	bryan hughes	
bixente		1.69	99			6199	bixente lizarazu	
eric abidal		1.8	75			12311	eric abidal	
tyrone mears		1.8	90			3338	tyrone mears	
fabricio coloccini		1.82	78			992	fabricio coloccini	
yepes		1.87	103			3027	mario yepes	
s. kalou		1.75	65			4860	salomon kalou	
r. oliveira		1.83	83			4224	ricardo oliveira	
eric addo		1.82	70			9070	eric addo	
r. song		1.83	76			8028	rigobert song	
quim		1.97	97			12205	quim	
ashley cole		1.72	67			8836	ashley cole	
gael clichy		1.81	72			12312	gael clichy	
daniel gygax		1.77	74			12030	daniel gygax	
h. mullins		1.8	72			2322	hayden mullins	
berbatov		1.88	79			3473	dimitar berbatov	
mahamadou		1.83	76			7778	mahamadou diarra	
fernando		1.89	91			798	fernando cavenaghi	
miguel		1.8	92			1857	miguel veloso	
g. naysmith		1.71	73			633	gary naysmith	
javier saviola		1.68	83			12152	javier saviola	
nicky		1.78	71			11203	nicky butt	
john ruddy		1.93	86			2721	john ruddy	
i. klasnic		1.86	79			12313	ivan klasnic	
angelo di livio		1.74	91			69	angelo di livio	
morgan		1.9	92			1239	morgan de sanctis	
phil jagielka		1.8	83			9574	phil jagielka	
diego milito		1.83	78			4616	diego milito	
j. reyes		1.78	75			12314	jose antonio reyes	
robbie keane		1.76	67			1009	robbie keane	
pienaar		1.76	59			11238	steven pienaar	
dabrowski		1.95	82			12217	christoph dabrowski	
m. carrick		1.86	75			3705	michael carrick	
stolz		1.89	100			12003	alexander stolz	
k. phillips		1.71	76			283	kevin phillips	
sun jihai		1.78	78			12168	sun jihai	
roque		1.91	88			12218	roque santa cruz	
matteo		1.8	98			1953	roberto di matteo	
andersson		1.85	97			9636	patrik andersson	
j. roberts		1.8	95			12316	jason roberts	
rob		1.86	76			5806	rob hulse	
o. hargreaves		1.8	76			1317	owen hargreaves	
james		1.78	88			5601	james mcfadden	
costacurta		1.8	75			9188	alessandro costacurta	
franz beckenbauer		1.81	88			11239	franz beckenbauer	
tobias		1.76	66			5368	tobias linderoth	
charisteas		1.91	85			12169	angelos charisteas	
j. thomas		1.77	71			8595	jerome thomas	
w. palacios		1.78	71			3075	wilson palacios	
olivier		1.84	88			5460	olivier kapo	
bernardo		1.89	61			841	bernardo corradi	
omar		1.7	86			11938	omar bravo	
k. kallstrom		1.83	92			12240	kim kallstrom	
allback		1.8	77			12241	marcus allback	
zabaleta		1.73	86			6750	pablo zabaleta	
martin skrtel		1.91	79			12242	martin skrtel	
boumsong		1.9	78			1808	jean-alain boumsong	
s. eto'o		1.19	75			8580	samuel eto'o	
jens		1.9	87			6934	jens lehmann	
nevland		1.77	97			362	erik nevland	
m. hanke		1.85	99			8450	mike hanke	
fabian ernst		1.83	80			507	fabian ernst	
aaron		1.82	87			8647	aaron hughes	
neil		1.83	87			1404	neil sullivan	
makaay		1.88	88			6203	roy makaay	
n. bendtner		1.91	83			2736	nicklas bendtner	
chapuisat		1.8	94			12317	stephane chapuisat	
rivaldo		1.86	65			12170	rivaldo	
kluivert		1.88	83			4301	patrick kluivert	
heidar		1.78	90			12366	heidar helguson	
marco		1.8	73			1507	marco cassetti	
johan		1.88	66			3485	johan elmander	
valerio		1.85	75			6251	valerio fiori	
streit		1.8	79			9597	albert streit	
i. amanatidis		1.83	99			3624	ioannis amanatidis	
p. cocu		1.82	92			12245	philip cocu	
christian lell		1.81	75			7847	christian lell	
carlos		1.83	93			3408	carlos marchena	
jarolim		1.72	68			12246	david jarolim	
keane		1.8	76			11999	roy keane	
nash		1.96	79			5022	carlo nash	
r. drenthe		1.67	72			2799	royston drenthe	
g. doherty		1.85	66			155	gary doherty	
danny mills		1.77	75			12219	danny mills	
s. ireland		1.75	103			9723	stephen ireland	
simon rolfes		1.89	97			6466	simon rolfes	
s. hyypia		1.92	85			12248	sami hyypia	
chimbonda		1.82	62			1984	pascal chimbonda	
renan		1.84	85			8091	renan	
jose		1.92	62			12249	jose luis chilavert	
paul		1.78	65			9062	paul ince	
per		1.98	85			6335	per mertesacker	
bergkamp		1.88	80			1136	dennis bergkamp	
craig fagan		1.8	70			11759	craig fagan	
mineiro		1.81	59			12171	mineiro	
f. baumann		1.87	81			2716	frank baumann	
gudjohnsen		1.85	94			12250	eidur gudjohnsen	
d. murphy		1.87	183			12367	david murphy	
paul mcshane		1.73	67			12368	paul mcshane	
wellington		1.97	75			12212	wellington luis de sousa	
b. myhill		1.91	81			475	boaz myhill	
titus bramble		1.85	95			9936	titus bramble	
nigel quashie		1.75	93			10851	nigel quashie	
rafael		1.75	61			1081	rafael van der vaart	
jack		1.88	80			8874	jack rodwell	
j. ashdown		1.91	90			4798	jamie ashdown	
ibrahim ba		1.78	70			6113	ibrahim ba	
